== CIFAR100_FEDAVG_SMALL_RESNET14_IID_PARTITION ==
client 0 train samples 2500
client 1 train samples 2500
client 2 train samples 2500
client 3 train samples 2500
client 4 train samples 2500
client 5 train samples 2500
client 6 train samples 2500
client 7 train samples 2500
client 8 train samples 2500
client 9 train samples 2500
client 10 train samples 2500
client 11 train samples 2500
client 12 train samples 2500
client 13 train samples 2500
client 14 train samples 2500
client 15 train samples 2500
client 16 train samples 2500
client 17 train samples 2500
client 18 train samples 2500
client 19 train samples 2500
val samples--------- 1000
test samples-------- 9000
===================== Start Stage-1 =====================
len(client_models)=20
len(train_loaders)=20
opt[0]=SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    lr: 0.01
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)
001 == clients == 4.065 train loss 3.554 | test loss 3.923 | train acc 0.098 | test acc 0.064    == global model ==  train loss 3.766 | test loss 3.860 | train acc 0.066 | test acc 0.049 
002 == clients == 3.793 train loss 3.322 | test loss 3.769 | train acc 0.129 | test acc 0.084    == global model ==  train loss 3.428 | test loss 3.555 | train acc 0.114 | test acc 0.089 
003 == clients == 3.643 train loss 3.199 | test loss 3.651 | train acc 0.150 | test acc 0.105    == global model ==  train loss 3.287 | test loss 3.384 | train acc 0.144 | test acc 0.125 
004 == clients == 3.527 train loss 3.067 | test loss 3.533 | train acc 0.169 | test acc 0.122    == global model ==  train loss 3.168 | test loss 3.237 | train acc 0.162 | test acc 0.146 
005 == clients == 3.411 train loss 2.955 | test loss 3.430 | train acc 0.197 | test acc 0.136    == global model ==  train loss 3.096 | test loss 3.151 | train acc 0.176 | test acc 0.161 
006 == clients == 3.314 train loss 2.906 | test loss 3.409 | train acc 0.208 | test acc 0.145    == global model ==  train loss 2.950 | test loss 3.027 | train acc 0.208 | test acc 0.186 
007 == clients == 3.213 train loss 2.806 | test loss 3.316 | train acc 0.234 | test acc 0.161    == global model ==  train loss 2.863 | test loss 2.962 | train acc 0.229 | test acc 0.201 
008 == clients == 3.125 train loss 2.709 | test loss 3.259 | train acc 0.247 | test acc 0.174    == global model ==  train loss 2.817 | test loss 2.890 | train acc 0.237 | test acc 0.214 
009 == clients == 3.033 train loss 2.628 | test loss 3.179 | train acc 0.269 | test acc 0.187    == global model ==  train loss 2.748 | test loss 2.817 | train acc 0.252 | test acc 0.226 
010 == clients == 2.971 train loss 2.559 | test loss 3.138 | train acc 0.275 | test acc 0.197    == global model ==  train loss 2.653 | test loss 2.747 | train acc 0.277 | test acc 0.252 
011 == clients == 2.869 train loss 2.472 | test loss 3.114 | train acc 0.299 | test acc 0.203    == global model ==  train loss 2.572 | test loss 2.663 | train acc 0.292 | test acc 0.271 
